id,uni_cofactor,uni_seq_len,pdbid,chid,basid,all_pdb_ligands,pdb_cofactors,n_pdb_cofactors,pdb_ligand_or_drugs,n_pdb_ligand_or_drugs,resrange,modeled_len,n_mut,n_missing_fsite,coverage,resolution,r_free,active_site,binding_site,dna_binding,zinc_finger,missing_pdb_resID,missing_uniprot_resID
P19793,[],462,2ZXZ,2ZXZ.A,['1'],['P26'],set(),0,{'P26'},1,223-462,216,0,0,0.4675324675324675,3.0,0.278,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 6), (23, 39), (237, 240)]","[[(223, 228)], [(245, 261)], [(459, 462)]]"
P19793,[],462,1MVC,1MVC.A,['1'],['BM6'],set(),0,{'BM6'},1,223-462,215,0,0,0.4653679653679654,1.9,0.228,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 6), (23, 40), (237, 240)]","[[(223, 228)], [(245, 262)], [(459, 462)]]"
P19793,[],462,1MZN,1MZN.C,"['1', '2']",['BM6'],set(),0,{'BM6'},1,223-462,215,0,0,0.4653679653679654,1.9,0.232,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 6), (23, 40), (237, 240)]","[[(223, 228)], [(245, 262)], [(459, 462)]]"
P19793,[],462,1MZN,1MZN.G,"['1', '2']",['BM6'],set(),0,{'BM6'},1,223-462,215,0,0,0.4653679653679654,1.9,0.232,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 6), (23, 40), (237, 240)]","[[(223, 228)], [(245, 262)], [(459, 462)]]"
P19793,[],462,5MK4,5MK4.A,['1'],"['I5W', 'CL']",set(),0,"{'CL', 'I5W'}",2,229-457,215,0,0,0.4653679653679654,2.0,0.2287,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(16, 30)]","[[(244, 258)]]"
P19793,[],462,4PP5,4PP5.A,['1'],['2W0'],set(),0,{'2W0'},1,228-458,215,0,0,0.4653679653679654,2.0,0.25,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(18, 34)]","[[(245, 261)]]"
P19793,[],462,4POJ,4POJ.A,['1'],['2VP'],set(),0,{'2VP'},1,228-458,215,0,0,0.4653679653679654,2.0,0.2614,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(18, 34)]","[[(245, 261)]]"
P19793,[],462,4PP3,4PP3.A,['1'],['2VZ'],set(),0,{'2VZ'},1,228-458,215,0,0,0.4653679653679654,2.0,0.275,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(18, 34)]","[[(245, 261)]]"
P19793,[],462,4K4J,4K4J.A,['1'],['1O8'],set(),0,{'1O8'},1,228-458,215,0,0,0.4653679653679654,2.0,0.283,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(18, 34)]","[[(245, 261)]]"
P19793,[],462,3OAP,3OAP.A,['1'],['9CR'],set(),0,{'9CR'},1,228-458,215,0,0,0.4653679653679654,2.05,0.2436,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(18, 34)]","[[(245, 261)]]"
P19793,[],462,4K6I,4K6I.A,['1'],['9RA'],set(),0,{'9RA'},1,228-458,215,0,0,0.4653679653679654,2.1,0.288,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(18, 34)]","[[(245, 261)]]"
P19793,[],462,5LYQ,5LYQ.A,['1'],['7BE'],set(),0,{'7BE'},1,223-462,215,0,0,0.4653679653679654,2.17,0.2529,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 6), (23, 40), (237, 240)]","[[(223, 228)], [(245, 262)], [(459, 462)]]"
P19793,[],462,4M8H,4M8H.A,['1'],['R4M'],set(),0,{'R4M'},1,228-458,215,0,0,0.4653679653679654,2.2,0.265,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(18, 34)]","[[(245, 261)]]"
P19793,[],462,1FBY,1FBY.B,['1'],['9CR'],set(),0,{'9CR'},1,224-462,215,0,0,0.4653679653679654,2.25,0.263,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 5), (22, 39), (236, 239)]","[[(224, 228)], [(245, 262)], [(459, 462)]]"
P19793,[],462,4POH,4POH.A,['1'],['2VR'],set(),0,{'2VR'},1,228-458,215,0,0,0.4653679653679654,2.3,0.265,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(18, 34)]","[[(245, 261)]]"
P19793,[],462,4M8E,4M8E.A,['1'],['29V'],set(),0,{'29V'},1,228-458,215,0,0,0.4653679653679654,2.4,0.2468,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(18, 34)]","[[(245, 261)]]"
P19793,[],462,4RFW,4RFW.A,['1'],['3RB'],set(),0,{'3RB'},1,228-458,215,0,0,0.4653679653679654,2.4,0.261,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(18, 34)]","[[(245, 261)]]"
P19793,[],462,4RMC,4RMC.A,['1'],['3SV'],set(),0,{'3SV'},1,228-458,215,0,0,0.4653679653679654,2.7,0.265,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(18, 34)]","[[(245, 261)]]"
P19793,[],462,3R29,3R29.A,['1'],[],set(),0,set(),0,223-462,215,0,0,0.4653679653679654,2.9,0.32626,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 4), (24, 40), (234, 240)]","[[(223, 226)], [(246, 262)], [(456, 462)]]"
P19793,[],462,3R29,3R29.B,['1'],[],set(),0,set(),0,223-462,215,0,0,0.4653679653679654,2.9,0.32626,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 4), (24, 40), (234, 240)]","[[(223, 226)], [(246, 262)], [(456, 462)]]"
P19793,[],462,6A5Z,6A5Z.B,"['1', '2']","['9R3', '9CR']",set(),0,"{'9R3', '9CR'}",2,225-462,215,0,0,0.4653679653679654,2.95,0.282,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 3), (21, 37), (233, 238)]","[[(225, 227)], [(245, 261)], [(457, 462)]]"
P19793,[],462,2P1T,2P1T.A,['1'],['3TN'],set(),0,{'3TN'},1,223-462,214,0,0,0.46320346320346323,1.8,0.218,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 6), (22, 40), (237, 240)]","[[(223, 228)], [(244, 262)], [(459, 462)]]"
P19793,[],462,3E94,3E94.A,['1'],"['ACT', 'TBY']",set(),0,"{'TBY', 'ACT'}",2,223-462,214,0,0,0.46320346320346323,1.9,0.225,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 10), (26, 44), (241, 244)]","[[(223, 228)], [(244, 262)], [(459, 462)]]"
P19793,[],462,5MJ5,5MJ5.A,['1'],['7O0'],set(),0,{'7O0'},1,229-457,214,0,0,0.46320346320346323,1.9,0.2428,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(17, 32)]","[[(245, 260)]]"
P19793,[],462,3FUG,3FUG.A,"['1', '2']",['2E3'],set(),0,{'2E3'},1,223-462,214,0,0,0.46320346320346323,2.0,0.241,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 6), (22, 40), (237, 240)]","[[(223, 228)], [(244, 262)], [(459, 462)]]"
P19793,[],462,6A5Y,6A5Y.C,['1'],"['9R0', '9CR', 'SO4', 'PO4']",set(),0,"{'PO4', 'SO4', '9CR', '9R0'}",4,225-462,214,0,0,0.46320346320346323,2.1,0.241,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 3), (20, 38), (234, 238)]","[[(225, 227)], [(244, 262)], [(458, 462)]]"
P19793,[],462,2P1V,2P1V.A,['1'],['5TN'],set(),0,{'5TN'},1,223-462,214,0,0,0.46320346320346323,2.2,0.232,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 6), (22, 40), (237, 240)]","[[(223, 228)], [(244, 262)], [(459, 462)]]"
P19793,[],462,2P1U,2P1U.A,['1'],['4TN'],set(),0,{'4TN'},1,223-462,214,0,0,0.46320346320346323,2.2,0.251,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 6), (22, 40), (237, 240)]","[[(223, 228)], [(244, 262)], [(459, 462)]]"
P19793,[],462,3KWY,3KWY.A,['1'],"['T9T', 'ACT']",set(),0,"{'T9T', 'ACT'}",2,223-462,214,0,0,0.46320346320346323,2.3,0.24437,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 10), (27, 44), (227, 228), (241, 244)]","[[(223, 228)], [(245, 262)], [(445, 446)], [(459, 462)]]"
P19793,[],462,6LB5,6LB5.A,['1'],['E80'],set(),0,{'E80'},1,224-462,214,0,0,0.46320346320346323,2.4,0.2404,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 9), (26, 43), (239, 243)]","[[(224, 228)], [(245, 262)], [(458, 462)]]"
P19793,[],462,6LB6,6LB6.A,['1'],['E8O'],set(),0,{'E8O'},1,224-462,214,0,0,0.46320346320346323,2.4,0.257,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 9), (25, 43), (240, 243)]","[[(224, 228)], [(244, 262)], [(459, 462)]]"
P19793,[],462,1RDT,1RDT.A,['1'],"['L79', '570']",set(),0,"{'L79', '570'}",2,225-462,214,0,0,0.46320346320346323,2.4,0.259,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 7), (25, 42), (237, 242)]","[[(225, 227)], [(245, 262)], [(457, 462)]]"
P19793,[],462,3R2A,3R2A.A,['1'],['RHN'],set(),0,{'RHN'},1,223-462,214,0,0,0.46320346320346323,3.0,0.33492,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 3), (24, 40), (232, 240)]","[[(223, 225)], [(246, 262)], [(454, 462)]]"
P19793,[],462,6L6K,6L6K.A,['1'],"['9HF', 'CA']",set(),0,"{'CA', '9HF'}",2,224-462,213,0,0,0.461038961038961,1.8,0.2112,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 9), (25, 43), (239, 243)]","[[(224, 228)], [(244, 262)], [(458, 462)]]"
P19793,[],462,7UW2,7UW2.A,['1'],['OI2'],set(),0,{'OI2'},1,223-462,213,0,0,0.461038961038961,1.88,0.2181,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 6), (22, 40), (236, 240)]","[[(223, 228)], [(244, 262)], [(458, 462)]]"
P19793,[],462,7UW4,7UW4.A,['1'],['OI5'],set(),0,{'OI5'},1,223-462,213,0,0,0.461038961038961,2.1,0.2434,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 6), (22, 40), (236, 240)]","[[(223, 228)], [(244, 262)], [(458, 462)]]"
P19793,[],462,5MMW,5MMW.A,['1'],['SJZ'],set(),0,{'SJZ'},1,229-457,213,0,0,0.461038961038961,2.7,0.2529,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(17, 33)]","[[(245, 261)]]"
P19793,[],462,7BK4,7BK4.C,['1'],['LG2'],set(),0,{'LG2'},1,223-462,213,0,0,0.461038961038961,2.8,0.2654,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 10), (26, 44), (240, 244)]","[[(223, 228)], [(244, 262)], [(458, 462)]]"
P19793,[],462,6A60,6A60.C,['1'],"['064', '9CR']",set(),0,"{'9CR', '064'}",2,225-462,213,0,0,0.461038961038961,3.05,0.2883,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 3), (19, 38), (234, 238)]","[[(225, 227)], [(243, 262)], [(458, 462)]]"
P19793,[],462,3PCU,3PCU.A,['1'],['LX8'],set(),0,{'LX8'},1,229-458,212,0,0,0.4588744588744589,2.0,,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(16, 34)]","[[(244, 262)]]"
P19793,[],462,4N5G,4N5G.B,['1'],['K09'],set(),0,{'K09'},1,223-462,212,0,0,0.4588744588744589,2.11,0.2468,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 12), (24, 42), (241, 244)]","[[(223, 230)], [(242, 260)], [(459, 462)]]"
P19793,[],462,4N5G,4N5G.C,['1'],['K09'],set(),0,{'K09'},1,223-462,212,0,0,0.4588744588744589,2.11,0.2468,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 12), (24, 42), (241, 244)]","[[(223, 230)], [(242, 260)], [(459, 462)]]"
P19793,[],462,7B88,7B88.A,['1'],['T2K'],set(),0,{'T2K'},1,229-456,212,0,0,0.4588744588744589,2.38,0.2591,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 1), (19, 35)]","[[], [(245, 261)]]"
P19793,[],462,5MKJ,5MKJ.A,['1'],['4CU'],set(),0,{'4CU'},1,229-458,212,0,0,0.4588744588744589,2.5,0.2447,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(16, 34)]","[[(244, 262)]]"
P19793,[],462,6SJM,6SJM.A,['1'],['LFZ'],set(),0,{'LFZ'},1,229-456,212,0,0,0.4588744588744589,2.52,0.247,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 1), (19, 35)]","[[], [(245, 261)]]"
P19793,[],462,3H0A,3H0A.A,['1'],"['9RA', 'D30']",set(),0,"{'9RA', 'D30'}",2,228-455,211,0,0,0.45670995670995673,2.1,0.34165,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(17, 34)]","[[(244, 261)]]"
P19793,[],462,6A5Z,6A5Z.D,"['1', '2']","['9R3', '9CR']",set(),0,"{'9R3', '9CR'}",2,225-462,211,0,0,0.45670995670995673,2.95,0.282,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 5), (20, 38), (233, 238)]","[[(225, 229)], [(244, 262)], [(457, 462)]]"
P19793,[],462,7B9O,7B9O.A,['1'],['T72'],set(),0,{'T72'},1,229-456,210,0,0,0.45454545454545453,2.05,0.2358,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 2), (18, 36)]","[[], [(244, 262)]]"
P19793,[],462,3FC6,3FC6.A,['1'],"['REA', 'LX2']",set(),0,"{'LX2', 'REA'}",2,225-462,210,0,0,0.45454545454545453,2.06,0.2501,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 4), (23, 42), (222, 227), (238, 242)]","[[], [(243, 262)], [(442, 447)], [(458, 462)]]"
P19793,[],462,5MKU,5MKU.A,['1'],['J57'],set(),0,{'J57'},1,229-456,209,0,0,0.4523809523809524,1.78,0.1772,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(15, 34)]","[[(243, 262)]]"
P19793,[],462,7CFO,7CFO.B,['1'],"['WZ6', 'GOL']",set(),0,"{'WZ6', 'GOL'}",2,224-462,209,0,0,0.4523809523809524,2.15,0.26633,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 11), (23, 44), (240, 243)]","[[(224, 230)], [(242, 263)], [(459, 462)]]"
P19793,[],462,7CFO,7CFO.C,['1'],"['WZ6', 'GOL']",set(),0,"{'WZ6', 'GOL'}",2,224-462,209,0,0,0.4523809523809524,2.15,0.26633,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 11), (25, 44), (238, 243)]","[[(224, 230)], [(244, 263)], [(457, 462)]]"
P19793,[],462,5Z12,5Z12.B,"['1', '2']","['33Y', '9CR']",set(),0,"{'9CR', '33Y'}",2,228-458,206,0,0,0.4458874458874459,2.75,0.2901,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 5), (17, 36), (229, 231)]","[[(228, 232)], [(244, 263)], [(456, 458)]]"
P19793,[],462,3R2A,3R2A.C,['1'],['RHN'],set(),0,{'RHN'},1,223-462,206,0,0,0.4458874458874459,3.0,0.33492,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 5), (23, 45), (232, 240)]","[[(223, 227)], [(245, 267)], [(454, 462)]]"
P19793,[],462,3FC6,3FC6.C,['1'],"['REA', 'LX2']",set(),0,"{'LX2', 'REA'}",2,225-462,205,0,0,0.44372294372294374,2.06,0.2501,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 4), (25, 42), (215, 227), (238, 242)]","[[], [(245, 262)], [(435, 447)], [(458, 462)]]"
P19793,[],462,3FAL,3FAL.C,"['1', '2', '3']","['REA', 'LO2']",set(),0,"{'LO2', 'REA'}",2,225-462,201,0,0,0.43506493506493504,2.36,0.2777,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 4), (23, 42), (214, 228), (238, 242)]","[[], [(243, 262)], [(434, 448)], [(458, 462)]]"
P19793,[],462,4N8R,4N8R.B,['1'],['K08'],set(),0,{'K08'},1,223-462,200,0,0,0.4329004329004329,2.03,0.2386,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 42), (241, 244)]","[[(223, 260)], [(459, 462)]]"
P19793,[],462,3FAL,3FAL.A,"['1', '2', '3']","['REA', 'LO2']",set(),0,"{'LO2', 'REA'}",2,225-462,200,0,0,0.4329004329004329,2.36,0.2777,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 6), (23, 42), (214, 228), (238, 242)]","[[(225, 226)], [(243, 262)], [(434, 448)], [(458, 462)]]"
P19793,[],462,5TBP,5TBP.A,"['1', '2', '3']","['7A4', 'ACT', 'DMS', 'GOL']",set(),0,"{'DMS', '7A4', 'GOL', 'ACT'}",4,223-462,200,0,0,0.4329004329004329,2.6,0.242,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 44), (243, 244)]","[[(223, 262)], [(461, 462)]]"
P19793,[],462,5TBP,5TBP.D,"['1', '2', '3']","['7A4', 'ACT', 'DMS', 'GOL']",set(),0,"{'DMS', '7A4', 'GOL', 'ACT'}",4,223-462,200,0,0,0.4329004329004329,2.6,0.242,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 44), (243, 244)]","[[(223, 262)], [(461, 462)]]"
P19793,[],462,5ZQU,5ZQU.A,['1'],"['9HF', 'BR']",set(),0,"{'9HF', 'BR'}",2,224-462,200,0,0,0.4329004329004329,2.6,0.269641540074,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 43), (242, 243)]","[[(224, 262)], [(461, 462)]]"
P19793,[],462,5ZQU,5ZQU.B,['1'],"['9HF', 'BR']",set(),0,"{'9HF', 'BR'}",2,224-462,200,0,0,0.4329004329004329,2.6,0.269641540074,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 41), (240, 243)]","[[(224, 260)], [(459, 462)]]"
P19793,[],462,3NSQ,3NSQ.B,['1'],['CHZ'],set(),0,{'CHZ'},1,223-462,200,0,0,0.4329004329004329,2.6,0.31799,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 41)]","[[(223, 263)]]"
P19793,[],462,4ZO1,4ZO1.C,['1'],['T3'],set(),0,{'T3'},1,231-455,200,0,0,0.4329004329004329,3.22,0.2813,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(9, 34)]","[[(239, 264)]]"
P19793,[],462,4N8R,4N8R.A,['1'],['K08'],set(),0,{'K08'},1,223-462,199,0,0,0.43073593073593075,2.03,0.2386,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 44), (242, 244)]","[[(223, 262)], [(460, 462)]]"
P19793,[],462,4N8R,4N8R.D,['1'],['K08'],set(),0,{'K08'},1,223-462,199,0,0,0.43073593073593075,2.03,0.2386,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 44), (242, 244)]","[[(223, 262)], [(460, 462)]]"
P19793,[],462,5ZQU,5ZQU.C,['1'],"['9HF', 'BR']",set(),0,"{'9HF', 'BR'}",2,224-462,199,0,0,0.43073593073593075,2.6,0.269641540074,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 42), (240, 243)]","[[(224, 261)], [(459, 462)]]"
P19793,[],462,4N8R,4N8R.C,['1'],['K08'],set(),0,{'K08'},1,223-462,198,0,0,0.42857142857142855,2.03,0.2386,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 43), (240, 244)]","[[(223, 261)], [(458, 462)]]"
P19793,[],462,4N5G,4N5G.A,['1'],['K09'],set(),0,{'K09'},1,223-462,198,0,0,0.42857142857142855,2.11,0.2468,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 44), (241, 244)]","[[(223, 262)], [(459, 462)]]"
P19793,[],462,4N5G,4N5G.D,['1'],['K09'],set(),0,{'K09'},1,223-462,198,0,0,0.42857142857142855,2.11,0.2468,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 44), (241, 244)]","[[(223, 262)], [(459, 462)]]"
P19793,[],462,5ZQU,5ZQU.D,['1'],"['9HF', 'BR']",set(),0,"{'9HF', 'BR'}",2,224-462,198,0,0,0.42857142857142855,2.6,0.269641540074,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 44), (241, 243)]","[[(224, 263)], [(460, 462)]]"
P19793,[],462,6JNO,6JNO.A,['1'],['WY5'],set(),0,{'WY5'},1,224-462,197,0,0,0.4264069264069264,2.65,0.27442,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 44), (240, 243)]","[[(224, 263)], [(459, 462)]]"
P19793,[],462,7CFO,7CFO.A,['1'],"['WZ6', 'GOL']",set(),0,"{'WZ6', 'GOL'}",2,224-462,196,0,0,0.42424242424242425,2.15,0.26633,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 44), (109, 110), (240, 243)]","[[(224, 263)], [(328, 329)], [(459, 462)]]"
P19793,[],462,3NSQ,3NSQ.A,['1'],['CHZ'],set(),0,{'CHZ'},1,223-462,195,0,0,0.42207792207792205,2.6,0.31799,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 40), (234, 240)]","[[(223, 262)], [(456, 462)]]"
P19793,[],462,3NSP,3NSP.A,['1'],[],set(),0,set(),0,223-462,195,0,0,0.42207792207792205,2.9,0.30755,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 40), (234, 240)]","[[(223, 262)], [(456, 462)]]"
P19793,[],462,1DSZ,1DSZ.D,['1'],['ZN'],set(),0,{'ZN'},1,129-212,84,0,0,0.18181818181818182,1.7,0.267,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(85, 85)]","[[(212, 212)]]"
P19793,[],462,1RXR,1RXR.A,['1'],['ZN'],set(),0,{'ZN'},1,130-212,83,1,0,0.17965367965367965,1.0,,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']",[],[]
P19793,[],462,6FBQ,6FBQ.B,['1'],"['ZN', 'MPO']",set(),0,"{'ZN', 'MPO'}",2,130-212,83,0,0,0.17965367965367965,1.6,0.198,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 5), (87, 87)]","[[(130, 130)], [(212, 212)]]"
P19793,[],462,4CN2,4CN2.C,['1'],"['MG', 'ZN', 'MES', 'CL']",set(),0,"{'CL', 'ZN', 'MES', 'MG'}",4,130-212,82,0,0,0.1774891774891775,2.07,0.2142,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 3), (86, 87)]","[[], [(211, 212)]]"
